rainfall_mm,flood_index,alert_count_on_route,active_landslide_alerts,road_disruption_count,historical_risk_score,vehicle_type_weight,risk_level
37.94,0.327,0,0,0,0.362,1.0,LOW
60.67,0.509,1,1,0,0.489,1.2,MEDIUM
101.78,0.507,4,0,0,0.331,1.8,MEDIUM
133.87,0.557,2,0,0,0.11,0.8,MEDIUM
40.07,0.285,1,0,0,0.481,0.9,LOW
91.47,0.537,2,0,0,0.252,1.6,MEDIUM
94.44,0.495,3,0,0,0.18,0.8,MEDIUM
140.4,0.555,4,2,1,0.15,1.8,HIGH
190.64,0.885,1,1,1,0.158,0.9,HIGH
124.45,0.596,3,0,0,0.313,0.8,MEDIUM
62.1,0.493,0,0,0,0.655,0.8,LOW
114.01,0.439,3,1,0,0.19,0.9,MEDIUM
86.19,0.49,5,1,0,0.192,1.0,MEDIUM
131.68,0.625,1,1,0,0.175,1.3,MEDIUM
64.08,0.323,1,0,0,0.084,1.3,LOW
79.72,0.53,1,0,0,0.161,1.6,MEDIUM
70.95,0.426,4,2,0,0.238,0.8,MEDIUM
47.69,0.326,2,2,1,0.333,0.8,MEDIUM
45.56,0.356,1,0,0,0.663,0.9,LOW
55.31,0.421,2,0,0,0.569,1.0,LOW
103.38,0.502,3,0,0,0.433,0.8,MEDIUM
136.89,0.649,3,1,0,0.496,0.8,HIGH
47.81,0.332,4,1,0,0.202,0.9,MEDIUM
66.98,0.251,0,2,1,0.41,1.6,MEDIUM
37.01,0.201,3,0,0,0.316,0.9,LOW
50.25,0.268,0,0,1,0.662,1.3,LOW
25.9,0.18,1,2,0,0.314,1.8,MEDIUM
48.73,0.336,0,0,3,0.495,1.2,MEDIUM
56.85,0.476,1,1,0,0.255,1.0,MEDIUM
82.18,0.373,0,0,0,0.185,0.8,LOW
64.45,0.513,0,0,0,0.478,0.9,LOW
73.63,0.269,1,0,0,0.631,1.3,MEDIUM
94.01,0.384,1,1,0,0.42,1.6,MEDIUM
74.21,0.522,3,1,0,0.066,1.3,MEDIUM
29.24,0.384,1,0,0,0.567,1.0,LOW
112.87,0.638,4,0,0,0.611,0.8,MEDIUM
96.55,0.38,0,0,0,0.304,1.6,MEDIUM
137.9,0.564,0,0,2,0.267,1.2,MEDIUM
72.41,0.453,0,0,2,0.185,1.0,MEDIUM
62.79,0.486,1,0,0,0.261,1.3,MEDIUM
63.09,0.455,2,2,0,0.372,1.0,MEDIUM
48.02,0.287,3,1,0,0.477,0.9,MEDIUM
134.99,0.674,0,1,0,0.265,1.2,MEDIUM
45.22,0.212,0,1,2,0.149,1.2,LOW
167.53,0.756,0,0,0,0.065,1.3,MEDIUM
7.14,0.297,1,0,0,0.787,1.6,LOW
177.98,0.873,1,0,0,0.163,1.0,MEDIUM
94.52,0.42,0,0,0,0.246,1.3,LOW
106.62,0.456,3,0,1,0.377,0.8,MEDIUM
109.59,0.552,1,0,0,0.262,0.9,MEDIUM
110.33,0.416,0,0,0,0.433,1.8,MEDIUM
47.51,0.354,2,0,0,0.45,0.8,LOW
52.8,0.269,0,0,0,0.38,1.6,LOW
55.67,0.367,1,0,1,0.109,0.9,LOW
110.05,0.491,1,2,0,0.392,1.0,MEDIUM
61.61,0.315,1,0,0,0.163,0.9,LOW
83.08,0.397,4,0,2,0.115,1.6,MEDIUM
11.72,0.163,0,1,1,0.243,0.9,LOW
70.82,0.423,3,1,0,0.269,1.8,MEDIUM
86.3,0.533,2,1,0,0.6,0.8,MEDIUM
51.38,0.307,1,0,0,0.269,1.2,LOW
53.76,0.211,1,1,0,0.266,1.2,LOW
132.1,0.533,1,1,0,0.086,1.3,MEDIUM
160.92,0.746,2,0,0,0.237,1.3,MEDIUM
56.84,0.342,2,1,0,0.06,0.9,MEDIUM
97.65,0.615,5,1,1,0.441,1.6,HIGH
44.22,0.41,0,2,1,0.504,1.0,MEDIUM
91.34,0.582,3,0,0,0.447,0.9,MEDIUM
126.76,0.519,3,1,1,0.479,1.2,MEDIUM
65.92,0.252,0,1,0,0.156,1.0,LOW
32.23,0.293,3,0,0,0.378,0.9,LOW
75.94,0.384,1,0,1,0.246,1.8,MEDIUM
130.67,0.634,1,0,0,0.486,1.8,MEDIUM
13.18,0.27,1,0,0,0.659,0.9,LOW
21.37,0.088,3,0,0,0.152,0.9,LOW
139.24,0.646,2,0,0,0.245,0.9,MEDIUM
64.05,0.344,3,0,0,0.509,1.6,MEDIUM
26.1,0.129,0,1,0,0.432,0.8,LOW
41.22,0.272,1,0,0,0.549,0.9,LOW
163.27,0.826,2,0,1,0.288,1.3,HIGH
135.17,0.513,0,0,0,0.32,1.2,MEDIUM
148.23,0.645,4,0,0,0.329,0.9,MEDIUM
43.35,0.175,4,0,0,0.151,1.8,LOW
121.13,0.446,2,0,0,0.365,1.6,MEDIUM
164.41,0.739,0,0,0,0.315,0.9,MEDIUM
97.98,0.511,1,0,0,0.212,1.2,MEDIUM
29.21,0.239,0,0,0,0.198,1.2,LOW
105.3,0.5,3,0,0,0.374,1.0,MEDIUM
151.06,0.554,4,0,0,0.332,0.8,MEDIUM
116.93,0.62,4,0,3,0.136,1.2,MEDIUM
53.58,0.244,0,0,0,0.233,0.9,LOW
138.9,0.521,2,1,0,0.759,1.0,MEDIUM
158.14,0.604,0,0,1,0.263,1.8,MEDIUM
101.9,0.508,0,0,0,0.421,1.2,MEDIUM
184.77,0.773,0,2,2,0.223,1.0,HIGH
62.75,0.412,1,0,1,0.055,1.6,LOW
108.73,0.594,0,0,1,0.334,1.3,MEDIUM
19.11,0.084,1,0,0,0.273,1.3,LOW
5.05,0.303,2,2,0,0.39,1.8,MEDIUM
23.14,0.084,3,0,1,0.094,0.8,LOW
135.85,0.742,0,0,0,0.642,1.2,MEDIUM
72.48,0.352,4,2,2,0.335,1.0,MEDIUM
194.11,0.843,1,0,0,0.346,1.6,MEDIUM
26.11,0.332,4,1,0,0.6,1.3,MEDIUM
94.66,0.504,0,0,0,0.271,0.9,MEDIUM
200.6,0.931,3,0,0,0.591,1.6,HIGH
115.86,0.605,1,0,1,0.511,1.2,MEDIUM
93.35,0.533,0,1,1,0.223,1.2,MEDIUM
56.21,0.496,4,1,2,0.203,1.6,MEDIUM
46.2,0.32,2,0,0,0.366,1.3,LOW
100.74,0.591,3,0,0,0.086,1.3,MEDIUM
114.97,0.419,0,1,0,0.25,1.8,MEDIUM
46.4,0.164,2,0,0,0.185,1.2,LOW
78.19,0.527,1,0,3,0.129,0.9,MEDIUM
18.87,0.226,0,0,0,0.232,1.0,LOW
48.91,0.216,0,0,0,0.636,1.2,LOW
63.86,0.336,0,0,0,0.256,1.3,LOW
56.84,0.452,1,2,0,0.264,1.3,MEDIUM
141.31,0.651,0,0,1,0.238,1.3,MEDIUM
178.68,0.741,1,0,1,0.205,1.2,MEDIUM
53.94,0.373,1,0,0,0.33,0.8,LOW
87.96,0.531,0,0,0,0.348,1.0,MEDIUM
89.04,0.566,1,0,0,0.236,1.3,MEDIUM
152.81,0.686,1,1,0,0.504,1.8,MEDIUM
59.92,0.35,0,0,0,0.219,0.8,LOW
4.7,0.214,2,1,0,0.026,0.9,LOW
124.94,0.686,0,2,2,0.515,1.6,HIGH
31.19,0.297,0,0,0,0.206,0.8,LOW
91.38,0.505,1,0,2,0.218,1.3,MEDIUM
32.0,0.327,0,1,0,0.272,1.3,LOW
23.62,0.283,1,0,0,0.439,1.0,LOW
62.31,0.371,4,0,1,0.343,0.8,MEDIUM
110.59,0.398,0,1,0,0.068,1.0,MEDIUM
101.71,0.389,0,0,0,0.375,1.0,MEDIUM
106.74,0.431,0,0,1,0.475,1.3,MEDIUM
119.91,0.602,5,1,0,0.074,0.9,HIGH
133.56,0.726,3,0,0,0.364,1.8,MEDIUM
62.1,0.335,0,0,0,0.377,1.8,LOW
103.71,0.37,3,0,0,0.377,1.2,MEDIUM
139.46,0.746,1,0,1,0.439,0.9,MEDIUM
104.78,0.37,3,0,0,0.134,1.6,MEDIUM
104.4,0.416,2,2,0,0.245,1.8,MEDIUM
30.51,0.158,2,1,1,0.129,1.6,LOW
132.25,0.757,0,0,0,0.555,1.0,MEDIUM
21.77,0.13,1,1,0,0.376,0.9,LOW
50.52,0.252,2,0,1,0.218,0.9,LOW
43.0,0.43,1,0,1,0.642,0.8,MEDIUM
146.91,0.61,6,0,0,0.384,1.6,MEDIUM
86.2,0.395,5,0,1,0.309,0.8,MEDIUM
42.2,0.212,0,0,0,0.307,1.8,LOW
41.24,0.188,1,0,0,0.286,1.8,LOW
77.9,0.428,3,0,0,0.323,1.8,MEDIUM
61.43,0.402,0,0,0,0.287,1.6,LOW
182.94,0.861,3,2,1,0.088,1.8,HIGH
78.55,0.493,1,0,0,0.194,1.8,MEDIUM
184.05,0.851,4,0,0,0.339,1.6,HIGH
125.01,0.483,6,0,0,0.196,1.3,MEDIUM
139.97,0.742,0,0,1,0.439,0.9,MEDIUM
62.17,0.412,1,1,1,0.51,1.0,MEDIUM
107.85,0.468,1,0,1,0.141,0.8,MEDIUM
37.77,0.378,0,0,0,0.242,0.9,LOW
49.06,0.382,1,0,2,0.401,0.9,MEDIUM
32.18,0.192,0,0,0,0.179,1.8,LOW
28.2,0.34,1,0,2,0.63,1.8,MEDIUM
145.96,0.796,2,0,0,0.317,1.8,MEDIUM
40.81,0.257,3,1,0,0.395,1.2,MEDIUM
188.12,0.739,2,0,0,0.155,0.9,MEDIUM
95.41,0.483,2,1,0,0.1,1.6,MEDIUM
41.43,0.241,5,0,0,0.538,1.6,MEDIUM
157.02,0.777,0,0,0,0.11,1.3,MEDIUM
80.47,0.293,3,0,0,0.459,1.0,MEDIUM
117.26,0.56,0,0,0,0.544,1.2,MEDIUM
65.5,0.294,1,1,2,0.207,0.8,MEDIUM
83.55,0.573,1,0,1,0.467,0.8,MEDIUM
193.55,0.74,1,0,1,0.44,0.9,MEDIUM
50.29,0.475,2,3,1,0.367,1.3,MEDIUM
193.46,0.865,0,0,0,0.666,1.3,MEDIUM
124.63,0.562,4,0,1,0.183,1.2,MEDIUM
82.3,0.314,4,0,0,0.154,1.0,MEDIUM
183.49,0.9,6,0,0,0.298,1.6,HIGH
135.31,0.7,2,0,0,0.356,1.2,MEDIUM
66.46,0.427,1,0,0,0.588,1.6,MEDIUM
58.64,0.322,6,1,2,0.279,0.9,MEDIUM
104.47,0.473,1,0,0,0.643,1.2,MEDIUM
187.02,0.781,3,1,2,0.265,0.8,HIGH
67.31,0.457,4,1,0,0.66,0.8,MEDIUM
108.51,0.593,1,1,0,0.225,1.2,MEDIUM
55.93,0.455,3,0,0,0.207,1.6,MEDIUM
128.69,0.585,2,0,0,0.236,1.0,MEDIUM
38.05,0.216,0,0,0,0.291,1.3,LOW
33.55,0.332,2,1,0,0.3,1.8,MEDIUM
45.63,0.296,2,1,0,0.344,1.2,MEDIUM
147.57,0.571,3,0,1,0.251,0.8,MEDIUM
188.82,0.723,2,0,3,0.391,1.8,HIGH
64.26,0.353,3,1,1,0.279,1.3,MEDIUM
133.45,0.574,0,0,0,0.45,1.8,MEDIUM
139.65,0.621,0,0,1,0.598,1.2,MEDIUM
71.73,0.366,0,0,1,0.314,1.3,LOW
33.48,0.254,2,0,0,0.536,0.8,LOW
139.65,0.734,4,0,0,0.343,1.3,HIGH
57.28,0.491,4,2,1,0.534,1.0,MEDIUM
43.73,0.25,0,1,0,0.233,0.8,LOW
122.72,0.581,1,0,0,0.51,1.2,MEDIUM
162.44,0.867,3,0,0,0.392,1.3,MEDIUM
214.07,0.772,3,1,0,0.335,1.0,HIGH
21.42,0.291,1,0,2,0.242,1.3,LOW
136.03,0.714,0,0,0,0.272,0.8,MEDIUM
209.58,0.974,0,1,0,0.255,0.8,MEDIUM
59.39,0.337,3,0,0,0.508,1.3,MEDIUM
28.39,0.265,3,0,1,0.622,0.9,LOW
61.76,0.438,1,0,0,0.36,0.8,LOW
125.15,0.589,2,0,1,0.298,1.6,MEDIUM
197.41,0.795,3,0,0,0.185,0.8,MEDIUM
175.86,0.83,2,0,0,0.16,1.3,MEDIUM
14.44,0.139,1,0,0,0.489,1.6,LOW
155.32,0.743,0,0,0,0.421,1.8,MEDIUM
41.92,0.322,3,0,0,0.24,1.0,LOW
30.56,0.273,1,0,0,0.173,1.3,LOW
48.06,0.409,0,0,0,0.523,1.8,LOW
126.94,0.49,0,0,0,0.348,1.0,MEDIUM
19.11,0.309,0,1,0,0.328,0.9,LOW
32.64,0.223,3,0,0,0.385,1.8,LOW
104.05,0.612,4,0,0,0.289,1.6,MEDIUM
83.9,0.344,3,0,0,0.21,1.6,MEDIUM
79.39,0.295,1,0,1,0.163,0.9,LOW
92.44,0.357,2,0,2,0.473,1.3,MEDIUM
153.75,0.619,2,0,0,0.193,1.8,MEDIUM
76.15,0.534,2,0,0,0.216,1.8,MEDIUM
123.08,0.658,3,0,0,0.309,1.8,MEDIUM
29.75,0.296,0,1,0,0.504,1.3,LOW
157.59,0.836,0,0,2,0.328,1.3,MEDIUM
169.44,0.709,0,0,0,0.233,0.9,MEDIUM
59.76,0.243,2,0,0,0.437,0.9,LOW
174.51,0.741,0,0,1,0.237,0.9,MEDIUM
88.8,0.453,0,0,0,0.452,1.2,LOW
113.73,0.565,1,0,0,0.211,1.8,MEDIUM
63.69,0.466,0,0,0,0.164,0.9,LOW
34.04,0.212,0,0,0,0.372,0.9,LOW
175.1,0.767,2,0,0,0.394,0.9,MEDIUM
125.98,0.56,0,0,0,0.132,1.8,MEDIUM
105.16,0.493,6,0,0,0.365,1.2,MEDIUM
47.23,0.291,1,0,2,0.276,0.8,LOW
152.04,0.822,2,0,1,0.587,1.8,HIGH
52.07,0.456,0,0,0,0.073,1.3,LOW
45.12,0.448,0,1,0,0.477,1.8,MEDIUM
105.13,0.433,1,0,0,0.338,1.2,MEDIUM
48.26,0.212,5,0,0,0.27,1.2,LOW
145.65,0.517,0,0,0,0.23,1.0,MEDIUM
104.52,0.424,4,0,0,0.658,0.9,MEDIUM
28.92,0.296,0,1,0,0.189,1.8,LOW
107.1,0.437,0,1,0,0.075,1.8,MEDIUM
139.08,0.744,1,0,0,0.362,1.2,MEDIUM
24.42,0.094,6,0,0,0.599,0.8,LOW
30.51,0.385,1,0,0,0.281,1.0,LOW
118.43,0.612,1,3,0,0.166,1.0,MEDIUM
143.56,0.564,3,1,1,0.692,1.8,HIGH
92.51,0.497,6,1,0,0.104,0.9,MEDIUM
12.28,0.168,3,1,1,0.095,0.9,LOW
59.77,0.242,6,0,1,0.413,1.0,MEDIUM
172.55,0.888,1,0,1,0.485,1.0,HIGH
142.31,0.536,1,0,0,0.12,0.8,MEDIUM
93.94,0.358,1,2,0,0.189,1.2,MEDIUM
170.37,0.742,2,0,1,0.445,0.8,MEDIUM
97.38,0.602,2,0,0,0.167,1.2,MEDIUM
43.19,0.301,1,0,2,0.152,1.8,LOW
107.68,0.475,2,1,0,0.172,0.9,MEDIUM
80.55,0.545,0,0,0,0.101,1.6,MEDIUM
99.08,0.359,3,0,2,0.431,1.2,MEDIUM
68.96,0.383,4,0,0,0.549,1.3,MEDIUM
74.84,0.528,2,0,0,0.319,0.8,MEDIUM
34.63,0.311,1,0,0,0.144,1.8,LOW
51.54,0.249,1,0,0,0.102,0.9,LOW
102.52,0.422,4,3,0,0.125,0.9,MEDIUM
96.56,0.635,4,1,0,0.025,1.0,MEDIUM
59.45,0.39,3,0,0,0.566,1.3,MEDIUM
105.77,0.492,1,0,0,0.48,0.8,MEDIUM
127.26,0.554,0,0,0,0.579,0.9,MEDIUM
5.92,0.029,0,0,2,0.336,1.2,LOW
14.39,0.277,2,0,0,0.072,0.9,LOW
149.11,0.788,3,1,0,0.387,1.0,HIGH
47.59,0.357,1,0,0,0.133,1.0,LOW
28.1,0.353,0,0,1,0.192,1.8,LOW
202.56,0.759,5,2,1,0.144,1.6,HIGH
94.05,0.568,1,1,1,0.288,1.0,MEDIUM
48.87,0.26,3,0,0,0.264,0.8,LOW
59.94,0.258,1,2,0,0.317,1.0,MEDIUM
49.93,0.344,0,1,1,0.501,1.6,MEDIUM
130.19,0.648,4,0,0,0.205,0.8,MEDIUM
195.42,0.897,0,1,0,0.407,1.8,HIGH
119.89,0.62,1,2,0,0.316,1.8,HIGH
19.53,0.212,1,0,1,0.219,0.9,LOW
32.63,0.304,1,1,1,0.68,1.6,MEDIUM
81.32,0.464,1,0,0,0.276,0.9,MEDIUM
79.71,0.477,0,0,0,0.168,1.2,LOW
41.48,0.187,3,0,0,0.313,1.6,LOW
42.07,0.195,3,0,0,0.209,1.8,LOW
11.59,0.118,2,0,1,0.482,1.6,LOW
27.87,0.283,0,1,1,0.302,1.6,LOW
15.02,0.184,1,0,1,0.171,0.8,LOW
35.83,0.237,1,0,0,0.494,1.0,LOW
21.36,0.222,2,0,1,0.619,1.8,LOW
109.61,0.53,2,0,0,0.641,1.6,MEDIUM
48.02,0.334,2,0,0,0.542,0.8,LOW
55.29,0.206,2,0,0,0.253,1.3,LOW
